file_path,label,duration,augmented,split
train/Northern_pintail/aug_13_XC878845.wav,Northern_pintail,5,TRUE,train
train/Great_egret/aug_4_XC843754.wav,Great_egret,5,TRUE,train
train/Common_kingfisher/aug_5_XC980486.wav,Common_kingfisher,5,TRUE,train
train/Painted_stork/aug_15_XC547488.wav,Painted_stork,5,TRUE,train
train/background/silence_White_Ibis_XC710609_4.wav,background,5,FALSE,train
train/Northern_shoveler/aug_13_XC712327.wav,Northern_shoveler,5,TRUE,train
train/Northern_shoveler/aug_11_XC914300.wav,Northern_shoveler,5,TRUE,train
train/Golden_oriole/XC660729.wav,Golden_oriole,5,FALSE,train
train/Spotted_owlet/XC778798.wav,Spotted_owlet,5,FALSE,train
train/Fulvous_whistling_duck/aug_11_XC711755.wav,Fulvous_whistling_duck,5,TRUE,train
train/Northern_pintail/aug_12_XC983205.wav,Northern_pintail,5,TRUE,train
train/Spotted_owlet/aug_2_XC740456.wav,Spotted_owlet,5,TRUE,train
train/Spotted_owlet/aug_8_XC416868.wav,Spotted_owlet,5,TRUE,train
train/Golden_oriole/aug_16_XC872517.wav,Golden_oriole,5,TRUE,train
train/Eurasian_spoonbill/aug_19_XC744143.wav,Eurasian_spoonbill,5,TRUE,train
train/Indian_pond_heron/aug_15_XC960076.wav,Indian_pond_heron,5,TRUE,train
train/Northern_shoveler/aug_6_XC683728.wav,Northern_shoveler,5,TRUE,train
train/background/silence_White_Ibis_XC710604_2.wav,background,5,FALSE,train
train/Rosy_starling/aug_9_XC906026.wav,Rosy_starling,5,TRUE,train
train/Grey_Heron/aug_0_XC947557.wav,Grey_Heron,5,TRUE,train
train/White_Ibis/aug_1_XC710604.wav,White_Ibis,5,TRUE,train
train/Northern_pintail/aug_9_XC770744.wav,Northern_pintail,5,TRUE,train
train/Northern_shoveler/aug_10_XC712327.wav,Northern_shoveler,5,TRUE,train
train/Eurasian_spoonbill/aug_0_XC750733.wav,Eurasian_spoonbill,5,TRUE,train
train/Great_egret/aug_17_XC843754.wav,Great_egret,5,TRUE,train
train/Little_egret/aug_15_XC973095.wav,Little_egret,5,TRUE,train
train/White-throated_kingfisher/aug_12_XC949671.wav,White-throated_kingfisher,5,TRUE,train
train/Rosy_starling/aug_7_XC813573.wav,Rosy_starling,5,TRUE,train
train/Indian_spot-billed_duck/aug_140_XC580930.wav,Indian_spot-billed_duck,5,TRUE,train
train/Northern_shoveler/aug_8_XC706884.wav,Northern_shoveler,5,TRUE,train
train/Garganey/aug_3_XC737247.wav,Garganey,5,TRUE,train
train/Golden_oriole/aug_5_XC842316.wav,Golden_oriole,5,TRUE,train
train/Indian_spot-billed_duck/aug_121_XC580930.wav,Indian_spot-billed_duck,5,TRUE,train
train/White-throated_kingfisher/aug_5_XC897996.wav,White-throated_kingfisher,5,TRUE,train
train/Fulvous_whistling_duck/aug_12_XC927741.wav,Fulvous_whistling_duck,5,TRUE,train
train/Spotted_owlet/aug_17_XC591485.wav,Spotted_owlet,5,TRUE,train
train/Little_egret/aug_8_XC973096.wav,Little_egret,5,TRUE,train
train/Golden_oriole/aug_6_XC523034.wav,Golden_oriole,5,TRUE,train
train/Fulvous_whistling_duck/aug_15_XC316535.wav,Fulvous_whistling_duck,5,TRUE,train
train/Fulvous_whistling_duck/aug_16_XC316535.wav,Fulvous_whistling_duck,5,TRUE,train
train/White_Ibis/aug_17_XC816336.wav,White_Ibis,5,TRUE,train
train/Eurasian_spoonbill/aug_2_XC911426.wav,Eurasian_spoonbill,5,TRUE,train
train/background/silence_Grey_Heron_XC928581_2.wav,background,5,FALSE,train
train/Little_egret/aug_8_XC933145.wav,Little_egret,5,TRUE,train
train/Common_kingfisher/aug_13_XC962033.wav,Common_kingfisher,5,TRUE,train
train/Grey_Heron/aug_1_XC954415.wav,Grey_Heron,5,TRUE,train
train/Spotted_owlet/aug_2_XC787693.wav,Spotted_owlet,5,TRUE,train
train/Spotted_owlet/aug_4_XC433064.wav,Spotted_owlet,5,TRUE,train
train/Garganey/aug_18_XC895588.wav,Garganey,5,TRUE,train
train/Indian_pond_heron/aug_45_XC960072.wav,Indian_pond_heron,5,TRUE,train
train/background/silence_White-throated_kingfisher_XC845719_1.wav,background,5,FALSE,train
train/White_Ibis/aug_19_XC710609.wav,White_Ibis,5,TRUE,train
train/Blue-tailed_bee-eater/aug_40_XC937371.wav,Blue-tailed_bee-eater,5,TRUE,train
train/Spotted_owlet/aug_18_XC778593.wav,Spotted_owlet,5,TRUE,train
train/Glossy_ibis/aug_19_XC800054.wav,Glossy_ibis,5,TRUE,train
train/Indian_pond_heron/aug_36_XC960076.wav,Indian_pond_heron,5,TRUE,train
train/Little_egret/aug_18_XC948751.wav,Little_egret,5,TRUE,train
train/Common_kingfisher/aug_9_XC941429.wav,Common_kingfisher,5,TRUE,train
train/Asian_openbill_stork/aug_31_XC686229 - Asian Openbill - Anastomus oscitans.wav,Asian_openbill_stork,5,TRUE,train
train/Eurasian_spoonbill/aug_12_XC816203.wav,Eurasian_spoonbill,5,TRUE,train
train/Great_egret/aug_5_XC794542.wav,Great_egret,5,TRUE,train
train/Northern_pintail/aug_14_XC818919.wav,Northern_pintail,5,TRUE,train
train/Indian_pond_heron/aug_63_XC960072.wav,Indian_pond_heron,5,TRUE,train
train/background/silence_Northern_pintail_XC884101_2.wav,background,5,FALSE,train
train/Northern_pintail/aug_10_XC981846.wav,Northern_pintail,5,TRUE,train
train/Indian_spot-billed_duck/aug_19_XC580930.wav,Indian_spot-billed_duck,5,TRUE,train
train/Golden_oriole/aug_5_XC808777.wav,Golden_oriole,5,TRUE,train
train/Fulvous_whistling_duck/aug_7_XC277977.wav,Fulvous_whistling_duck,5,TRUE,train
train/background/silence_Garganey_XC793033_1.wav,background,5,FALSE,train
train/Glossy_ibis/aug_10_XC845778.wav,Glossy_ibis,5,TRUE,train
train/Rosy_starling/aug_17_XC735901.wav,Rosy_starling,5,TRUE,train
train/Spotted_owlet/aug_3_XC636715.wav,Spotted_owlet,5,TRUE,train
train/Grey_Heron/aug_6_XC957246.wav,Grey_Heron,5,TRUE,train
train/Great_egret/aug_7_XC897905.wav,Great_egret,5,TRUE,train
train/Great_egret/aug_2_XC856599.wav,Great_egret,5,TRUE,train
train/White-throated_kingfisher/aug_8_XC957231.wav,White-throated_kingfisher,5,TRUE,train
train/White-throated_kingfisher/aug_5_XC845719.wav,White-throated_kingfisher,5,TRUE,train
train/Common_kingfisher/aug_5_XC941431.wav,Common_kingfisher,5,TRUE,train
train/Grey_Heron/aug_7_XC947557.wav,Grey_Heron,5,TRUE,train
train/Little_egret/XC948751.wav,Little_egret,5,FALSE,train
train/Rosy_starling/aug_2_XC755716.wav,Rosy_starling,5,TRUE,train
train/Painted_stork/aug_19_XC787801.wav,Painted_stork,5,TRUE,train
train/Blue-tailed_bee-eater/aug_8_XC962769.wav,Blue-tailed_bee-eater,5,TRUE,train
train/Common_kingfisher/aug_17_XC938406.wav,Common_kingfisher,5,TRUE,train
train/Great_egret/aug_13_XC779171.wav,Great_egret,5,TRUE,train
train/Little_egret/aug_13_XC973096.wav,Little_egret,5,TRUE,train
train/Great_egret/aug_13_XC765537.wav,Great_egret,5,TRUE,train
train/Indian_pond_heron/aug_29_XC960072.wav,Indian_pond_heron,5,TRUE,train
train/Glossy_ibis/aug_7_XC891306.wav,Glossy_ibis,5,TRUE,train
train/Spot-billed_pelican/aug_18_XC769895 - Spot-billed Pelican - Pelecanus philippensis.wav,Spot-billed_pelican,5,TRUE,train
train/Garganey/aug_5_XC903512.wav,Garganey,5,TRUE,train
train/Golden_oriole/aug_2_XC808777.wav,Golden_oriole,5,TRUE,train
train/background/silence_Eurasian_spoonbill_XC770490_0.wav,background,5,FALSE,train
train/Painted_stork/aug_24_XC351853.wav,Painted_stork,5,TRUE,train
train/Spotted_owlet/aug_13_XC487525.wav,Spotted_owlet,5,TRUE,train
train/Asian_openbill_stork/aug_7_XC194954 - Asian Openbill - Anastomus oscitans.wav,Asian_openbill_stork,5,TRUE,train
train/Spot-billed_pelican/aug_36_XC769895 - Spot-billed Pelican - Pelecanus philippensis.wav,Spot-billed_pelican,5,TRUE,train
train/Garganey/aug_6_XC881825.wav,Garganey,5,TRUE,train
train/Spotted_owlet/aug_6_XC917905.wav,Spotted_owlet,5,TRUE,train
train/White-throated_kingfisher/aug_6_XC880662.wav,White-throated_kingfisher,5,TRUE,train
train/Painted_stork/aug_27_XC460217.wav,Painted_stork,5,TRUE,train
train/Rosy_starling/aug_2_XC787186.wav,Rosy_starling,5,TRUE,train
train/Golden_oriole/aug_11_XC872517.wav,Golden_oriole,5,TRUE,train
train/Great_egret/aug_11_XC982464.wav,Great_egret,5,TRUE,train
train/Little_egret/aug_16_XC960215.wav,Little_egret,5,TRUE,train
train/White_Ibis/aug_4_XC816337.wav,White_Ibis,5,TRUE,train
train/Rosy_starling/aug_2_XC685685.wav,Rosy_starling,5,TRUE,train
train/Northern_shoveler/aug_11_XC712327.wav,Northern_shoveler,5,TRUE,train
train/Spot-billed_pelican/aug_48_XC769895 - Spot-billed Pelican - Pelecanus philippensis.wav,Spot-billed_pelican,5,TRUE,train
train/Asian_openbill_stork/aug_81_XC194954 - Asian Openbill - Anastomus oscitans.wav,Asian_openbill_stork,5,TRUE,train
train/Asian_openbill_stork/aug_52_XC686229 - Asian Openbill - Anastomus oscitans.wav,Asian_openbill_stork,5,TRUE,train
train/Eurasian_spoonbill/aug_0_XC816203.wav,Eurasian_spoonbill,5,TRUE,train
train/Asian_openbill_stork/aug_73_XC194954 - Asian Openbill - Anastomus oscitans.wav,Asian_openbill_stork,5,TRUE,train
train/Indian_pond_heron/aug_9_XC960072.wav,Indian_pond_heron,5,TRUE,train
train/Northern_pintail/aug_4_XC818918.wav,Northern_pintail,5,TRUE,train
train/White_Ibis/aug_6_XC727308.wav,White_Ibis,5,TRUE,train
train/Northern_shoveler/aug_6_XC976146.wav,Northern_shoveler,5,TRUE,train
train/White_Ibis/aug_4_XC707578.wav,White_Ibis,5,TRUE,train
train/Great_egret/aug_11_XC973571.wav,Great_egret,5,TRUE,train
train/White-throated_kingfisher/XC980502.wav,White-throated_kingfisher,5,FALSE,train
train/White_Ibis/aug_11_XC707581.wav,White_Ibis,5,TRUE,train
train/Glossy_ibis/aug_12_XC890702.wav,Glossy_ibis,5,TRUE,train
train/Grey_Heron/aug_17_XC942970.wav,Grey_Heron,5,TRUE,train
train/Spot-billed_pelican/aug_65_XC369412 - Spot-billed Pelican - Pelecanus philippensis.wav,Spot-billed_pelican,5,TRUE,train
train/Indian_pond_heron/aug_41_XC960246.wav,Indian_pond_heron,5,TRUE,train
train/Grey_Heron/aug_10_XC936092.wav,Grey_Heron,5,TRUE,train
train/Spot-billed_pelican/aug_39_XC369412 - Spot-billed Pelican - Pelecanus philippensis.wav,Spot-billed_pelican,5,TRUE,train
train/Fulvous_whistling_duck/aug_0_XC711755.wav,Fulvous_whistling_duck,5,TRUE,train
train/Little_egret/aug_16_XC962805.wav,Little_egret,5,TRUE,train
train/Fulvous_whistling_duck/aug_10_XC544360.wav,Fulvous_whistling_duck,5,TRUE,train
train/Rosy_starling/aug_6_XC735414.wav,Rosy_starling,5,TRUE,train
train/Northern_pintail/XC981846.wav,Northern_pintail,5,FALSE,train
train/Spotted_owlet/aug_10_XC917905.wav,Spotted_owlet,5,TRUE,train
train/White-throated_kingfisher/aug_10_XC949671.wav,White-throated_kingfisher,5,TRUE,train
train/Rosy_starling/aug_11_XC755716.wav,Rosy_starling,5,TRUE,train
train/Golden_oriole/aug_3_XC872517.wav,Golden_oriole,5,TRUE,train
train/White_Ibis/aug_3_XC710604.wav,White_Ibis,5,TRUE,train
train/Asian_openbill_stork/aug_48_XC686229 - Asian Openbill - Anastomus oscitans.wav,Asian_openbill_stork,5,TRUE,train
train/Northern_shoveler/aug_19_XC712327.wav,Northern_shoveler,5,TRUE,train
train/Indian_spot-billed_duck/aug_64_XC580931.wav,Indian_spot-billed_duck,5,TRUE,train
train/Northern_shoveler/aug_17_XC702315.wav,Northern_shoveler,5,TRUE,train
train/Indian_spot-billed_duck/aug_86_XC580931.wav,Indian_spot-billed_duck,5,TRUE,train
train/Fulvous_whistling_duck/aug_8_XC452052.wav,Fulvous_whistling_duck,5,TRUE,train
train/Rosy_starling/aug_19_XC728313.wav,Rosy_starling,5,TRUE,train
train/Little_egret/aug_4_XC960215.wav,Little_egret,5,TRUE,train
train/Indian_pond_heron/aug_62_XC960076.wav,Indian_pond_heron,5,TRUE,train
train/Glossy_ibis/aug_5_XC800219.wav,Glossy_ibis,5,TRUE,train
train/Asian_openbill_stork/aug_30_XC194954 - Asian Openbill - Anastomus oscitans.wav,Asian_openbill_stork,5,TRUE,train
train/Glossy_ibis/XC793078.wav,Glossy_ibis,5,FALSE,train
train/White-throated_kingfisher/aug_2_XC980502.wav,White-throated_kingfisher,5,TRUE,train
train/White_Ibis/XC707578.wav,White_Ibis,5,FALSE,train
train/Garganey/aug_18_XC737247.wav,Garganey,5,TRUE,train
train/Painted_stork/aug_11_XC547487.wav,Painted_stork,5,TRUE,train
train/Rosy_starling/aug_19_XC685681.wav,Rosy_starling,5,TRUE,train
train/Indian_pond_heron/aug_54_XC960076.wav,Indian_pond_heron,5,TRUE,train
train/Little_egret/aug_2_XC948648.wav,Little_egret,5,TRUE,train
train/Grey_Heron/aug_8_XC882189.wav,Grey_Heron,5,TRUE,train
train/Common_kingfisher/aug_8_XC983064.wav,Common_kingfisher,5,TRUE,train
train/Eurasian_spoonbill/aug_8_XC765577.wav,Eurasian_spoonbill,5,TRUE,train
train/Glossy_ibis/aug_3_XC793078.wav,Glossy_ibis,5,TRUE,train
train/Garganey/aug_12_XC881235.wav,Garganey,5,TRUE,train
train/background/silence_Northern_pintail_XC983205_0.wav,background,5,FALSE,train
train/Eurasian_spoonbill/aug_5_XC765576.wav,Eurasian_spoonbill,5,TRUE,train
train/Grey_Heron/aug_12_XC928581.wav,Grey_Heron,5,TRUE,train
train/Golden_oriole/aug_10_XC702189.wav,Golden_oriole,5,TRUE,train
train/Eurasian_spoonbill/aug_14_XC768150.wav,Eurasian_spoonbill,5,TRUE,train
train/Grey_Heron/aug_3_XC947779.wav,Grey_Heron,5,TRUE,train
train/Asian_openbill_stork/aug_69_XC686229 - Asian Openbill - Anastomus oscitans.wav,Asian_openbill_stork,5,TRUE,train
train/Indian_pond_heron/aug_48_XC960072.wav,Indian_pond_heron,5,TRUE,train
train/Spotted_owlet/aug_5_XC917905.wav,Spotted_owlet,5,TRUE,train
train/Northern_pintail/aug_3_XC881234.wav,Northern_pintail,5,TRUE,train
train/White-throated_kingfisher/aug_7_XC845719.wav,White-throated_kingfisher,5,TRUE,train
train/background/silence_Spotted_owlet_XC778593_2.wav,background,5,FALSE,train
train/Little_egret/aug_16_XC979922.wav,Little_egret,5,TRUE,train
train/Great_egret/XC856599.wav,Great_egret,5,FALSE,train
train/Glossy_ibis/aug_10_XC891306.wav,Glossy_ibis,5,TRUE,train
train/Indian_pond_heron/aug_1_XC960076.wav,Indian_pond_heron,5,TRUE,train
train/Indian_spot-billed_duck/aug_93_XC580930.wav,Indian_spot-billed_duck,5,TRUE,train
train/Glossy_ibis/aug_5_XC800220.wav,Glossy_ibis,5,TRUE,train
train/Grey_Heron/aug_5_XC947557.wav,Grey_Heron,5,TRUE,train
train/White_Ibis/aug_0_XC816337.wav,White_Ibis,5,TRUE,train
train/Northern_shoveler/aug_6_XC895698.wav,Northern_shoveler,5,TRUE,train
train/Fulvous_whistling_duck/aug_19_XC599489.wav,Fulvous_whistling_duck,5,TRUE,train
train/Indian_pond_heron/aug_46_XC960246.wav,Indian_pond_heron,5,TRUE,train
train/Spot-billed_pelican/aug_19_XC369412 - Spot-billed Pelican - Pelecanus philippensis.wav,Spot-billed_pelican,5,TRUE,train
train/Indian_pond_heron/aug_28_XC960072.wav,Indian_pond_heron,5,TRUE,train
train/Rosy_starling/aug_0_XC787186.wav,Rosy_starling,5,TRUE,train
train/background/silence_Golden_oriole_XC959335_0.wav,background,5,FALSE,train
train/background/mixed_Spotted_owlet_white_noise_2.wav,background,5,FALSE,train
train/Blue-tailed_bee-eater/aug_32_XC937372.wav,Blue-tailed_bee-eater,5,TRUE,train
train/Glossy_ibis/aug_3_XC793079.wav,Glossy_ibis,5,TRUE,train
train/Northern_shoveler/aug_5_XC712325.wav,Northern_shoveler,5,TRUE,train
train/Little_egret/aug_9_XC922694.wav,Little_egret,5,TRUE,train
train/Grey_Heron/aug_3_XC895619.wav,Grey_Heron,5,TRUE,train
train/White-throated_kingfisher/aug_12_XC942415.wav,White-throated_kingfisher,5,TRUE,train
train/Northern_shoveler/aug_18_XC976146.wav,Northern_shoveler,5,TRUE,train
train/Indian_pond_heron/aug_51_XC960072.wav,Indian_pond_heron,5,TRUE,train
train/White_Ibis/aug_1_XC710609.wav,White_Ibis,5,TRUE,train
train/Fulvous_whistling_duck/aug_10_XC476574.wav,Fulvous_whistling_duck,5,TRUE,train
train/Little_egret/aug_10_XC973095.wav,Little_egret,5,TRUE,train
train/Common_kingfisher/aug_4_XC941432.wav,Common_kingfisher,5,TRUE,train
train/Spotted_owlet/aug_1_XC591485.wav,Spotted_owlet,5,TRUE,train
train/White-throated_kingfisher/aug_3_XC980502.wav,White-throated_kingfisher,5,TRUE,train
train/Great_egret/XC921101.wav,Great_egret,5,FALSE,train
train/Golden_oriole/aug_18_XC523042.wav,Golden_oriole,5,TRUE,train
train/Common_kingfisher/XC938040.wav,Common_kingfisher,5,FALSE,train
train/Eurasian_spoonbill/aug_13_XC765575.wav,Eurasian_spoonbill,5,TRUE,train
train/Northern_pintail/aug_5_XC983205.wav,Northern_pintail,5,TRUE,train
train/Blue-tailed_bee-eater/aug_5_XC962770.wav,Blue-tailed_bee-eater,5,TRUE,train
train/Spotted_owlet/aug_8_XC836781.wav,Spotted_owlet,5,TRUE,train
train/White_Ibis/aug_16_XC722463.wav,White_Ibis,5,TRUE,train
train/Common_kingfisher/aug_12_XC941429.wav,Common_kingfisher,5,TRUE,train
train/Northern_shoveler/aug_12_XC982014.wav,Northern_shoveler,5,TRUE,train
train/background/silence_Garganey_XC793034_1.wav,background,5,FALSE,train
train/Spot-billed_pelican/aug_43_XC369412 - Spot-billed Pelican - Pelecanus philippensis.wav,Spot-billed_pelican,5,TRUE,train
train/Painted_stork/aug_3_XC787801.wav,Painted_stork,5,TRUE,train
train/Grey_Heron/aug_14_XC943596.wav,Grey_Heron,5,TRUE,train
train/Spot-billed_pelican/aug_11_XC769895 - Spot-billed Pelican - Pelecanus philippensis.wav,Spot-billed_pelican,5,TRUE,train
train/Painted_stork/aug_23_XC960248.wav,Painted_stork,5,TRUE,train
train/Spotted_owlet/aug_1_XC787693.wav,Spotted_owlet,5,TRUE,train
train/Indian_pond_heron/aug_50_XC960073.wav,Indian_pond_heron,5,TRUE,train
train/Northern_pintail/aug_0_XC818920.wav,Northern_pintail,5,TRUE,train
train/Northern_pintail/aug_16_XC881234.wav,Northern_pintail,5,TRUE,train
train/Glossy_ibis/aug_7_XC789670.wav,Glossy_ibis,5,TRUE,train
train/White-throated_kingfisher/aug_17_XC897996.wav,White-throated_kingfisher,5,TRUE,train
train/Blue-tailed_bee-eater/aug_26_XC937371.wav,Blue-tailed_bee-eater,5,TRUE,train
train/Golden_oriole/aug_9_XC959335.wav,Golden_oriole,5,TRUE,train
train/Little_egret/aug_8_XC960215.wav,Little_egret,5,TRUE,train
train/Indian_pond_heron/aug_36_XC960072.wav,Indian_pond_heron,5,TRUE,train
train/Golden_oriole/aug_17_XC605849.wav,Golden_oriole,5,TRUE,train
train/Common_kingfisher/aug_16_XC938406.wav,Common_kingfisher,5,TRUE,train
train/Blue-tailed_bee-eater/aug_39_XC952347.wav,Blue-tailed_bee-eater,5,TRUE,train
train/White-throated_kingfisher/aug_18_XC921512.wav,White-throated_kingfisher,5,TRUE,train
train/Northern_pintail/aug_10_XC770744.wav,Northern_pintail,5,TRUE,train
train/Eurasian_spoonbill/aug_3_XC911426.wav,Eurasian_spoonbill,5,TRUE,train
train/Spot-billed_pelican/aug_106_XC769895 - Spot-billed Pelican - Pelecanus philippensis.wav,Spot-billed_pelican,5,TRUE,train
train/Spotted_owlet/aug_8_XC591177.wav,Spotted_owlet,5,TRUE,train
train/Painted_stork/aug_27_XC194955.wav,Painted_stork,5,TRUE,train
train/Northern_pintail/aug_8_XC718826.wav,Northern_pintail,5,TRUE,train
train/White_Ibis/aug_11_XC727308.wav,White_Ibis,5,TRUE,train
train/Garganey/aug_19_XC793033.wav,Garganey,5,TRUE,train
train/White-throated_kingfisher/aug_18_XC845719.wav,White-throated_kingfisher,5,TRUE,train
train/Great_egret/aug_4_XC765536.wav,Great_egret,5,TRUE,train
train/Garganey/aug_19_XC793034.wav,Garganey,5,TRUE,train
train/Common_kingfisher/aug_10_XC941431.wav,Common_kingfisher,5,TRUE,train
train/Common_kingfisher/aug_14_XC980486.wav,Common_kingfisher,5,TRUE,train
train/White_Ibis/aug_14_XC816337.wav,White_Ibis,5,TRUE,train
train/background/mixed_Grey_Heron_pink_noise_18.wav,background,5,FALSE,train
train/Great_egret/aug_17_XC773646.wav,Great_egret,5,TRUE,train
train/Golden_oriole/aug_15_XC842316.wav,Golden_oriole,5,TRUE,train
train/Great_egret/aug_13_XC856599.wav,Great_egret,5,TRUE,train
train/Little_egret/aug_5_XC973096.wav,Little_egret,5,TRUE,train
train/White-throated_kingfisher/aug_0_XC845720.wav,White-throated_kingfisher,5,TRUE,train
train/Painted_stork/aug_18_XC460217.wav,Painted_stork,5,TRUE,train
train/Great_egret/aug_1_XC765536.wav,Great_egret,5,TRUE,train
train/White-throated_kingfisher/aug_14_XC942415.wav,White-throated_kingfisher,5,TRUE,train
train/Golden_oriole/aug_0_XC605849.wav,Golden_oriole,5,TRUE,train
train/Blue-tailed_bee-eater/aug_13_XC937371.wav,Blue-tailed_bee-eater,5,TRUE,train
train/Northern_shoveler/aug_10_XC976146.wav,Northern_shoveler,5,TRUE,train
train/Asian_openbill_stork/aug_88_XC194954 - Asian Openbill - Anastomus oscitans.wav,Asian_openbill_stork,5,TRUE,train
train/Little_egret/aug_3_XC947034.wav,Little_egret,5,TRUE,train
train/Golden_oriole/aug_8_XC660762.wav,Golden_oriole,5,TRUE,train
train/Glossy_ibis/aug_15_XC800221.wav,Glossy_ibis,5,TRUE,train
train/background/silence_White-throated_kingfisher_XC942415_3.wav,background,5,FALSE,train
train/Blue-tailed_bee-eater/aug_6_XC962770.wav,Blue-tailed_bee-eater,5,TRUE,train
train/Rosy_starling/aug_12_XC813574.wav,Rosy_starling,5,TRUE,train
train/Spot-billed_pelican/aug_94_XC769895 - Spot-billed Pelican - Pelecanus philippensis.wav,Spot-billed_pelican,5,TRUE,train
train/Rosy_starling/aug_18_XC813574.wav,Rosy_starling,5,TRUE,train
train/Rosy_starling/aug_9_XC685685.wav,Rosy_starling,5,TRUE,train
train/Spotted_owlet/aug_18_XC572904.wav,Spotted_owlet,5,TRUE,train
train/Spot-billed_pelican/aug_2_XC369412 - Spot-billed Pelican - Pelecanus philippensis.wav,Spot-billed_pelican,5,TRUE,train
train/Painted_stork/aug_28_XC460217.wav,Painted_stork,5,TRUE,train
train/Little_egret/aug_6_XC948751.wav,Little_egret,5,TRUE,train
train/Great_egret/aug_15_XC829673.wav,Great_egret,5,TRUE,train
