path,category,eco_label,fold,split
data/ESC-50/audio_16k/1-31748-A-21.wav,sneezing,human,1,train
data/ESC-50/audio_16k/1-33658-A-26.wav,laughing,human,1,train
data/ESC-50/audio_16k/1-34119-A-1.wav,rooster,bird,1,train
data/ESC-50/audio_16k/1-34119-B-1.wav,rooster,bird,1,train
data/ESC-50/audio_16k/1-34495-A-14.wav,chirping_birds,bird,1,train
data/ESC-50/audio_16k/1-34497-A-14.wav,chirping_birds,bird,1,train
data/ESC-50/audio_16k/1-36164-A-26.wav,laughing,human,1,train
data/ESC-50/audio_16k/1-36164-B-26.wav,laughing,human,1,train
data/ESC-50/audio_16k/1-36393-A-23.wav,breathing,human,1,train
data/ESC-50/audio_16k/1-36397-A-23.wav,breathing,human,1,train
data/ESC-50/audio_16k/1-36400-A-23.wav,breathing,human,1,train
data/ESC-50/audio_16k/1-36402-A-23.wav,breathing,human,1,train
data/ESC-50/audio_16k/1-38559-A-14.wav,chirping_birds,bird,1,train
data/ESC-50/audio_16k/1-38560-A-14.wav,chirping_birds,bird,1,train
data/ESC-50/audio_16k/1-39835-A-9.wav,crow,bird,1,train
data/ESC-50/audio_16k/1-39835-B-9.wav,crow,bird,1,train
data/ESC-50/audio_16k/1-39901-A-11.wav,sea_waves,nature,1,train
data/ESC-50/audio_16k/1-39901-B-11.wav,sea_waves,nature,1,train
data/ESC-50/audio_16k/1-39923-A-1.wav,rooster,bird,1,train
data/ESC-50/audio_16k/1-40730-A-1.wav,rooster,bird,1,train
data/ESC-50/audio_16k/1-43382-A-1.wav,rooster,bird,1,train
data/ESC-50/audio_16k/1-43760-A-11.wav,sea_waves,nature,1,train
data/ESC-50/audio_16k/1-44831-A-1.wav,rooster,bird,1,train
data/ESC-50/audio_16k/1-46040-A-14.wav,chirping_birds,bird,1,train
data/ESC-50/audio_16k/1-46938-A-7.wav,insects,nature,1,train
data/ESC-50/audio_16k/1-46938-B-7.wav,insects,nature,1,train
data/ESC-50/audio_16k/1-47250-A-41.wav,chainsaw,motor,1,train
data/ESC-50/audio_16k/1-47250-B-41.wav,chainsaw,motor,1,train
data/ESC-50/audio_16k/1-47273-A-21.wav,sneezing,human,1,train
data/ESC-50/audio_16k/1-47274-A-21.wav,sneezing,human,1,train
data/ESC-50/audio_16k/1-47709-A-16.wav,wind,nature,1,train
data/ESC-50/audio_16k/1-47714-A-16.wav,wind,nature,1,train
data/ESC-50/audio_16k/1-50060-A-10.wav,rain,nature,1,train
data/ESC-50/audio_16k/1-50454-A-44.wav,engine,motor,1,train
data/ESC-50/audio_16k/1-50455-A-44.wav,engine,motor,1,train
data/ESC-50/audio_16k/1-50661-A-44.wav,engine,motor,1,train
data/ESC-50/audio_16k/1-51035-A-16.wav,wind,nature,1,train
data/ESC-50/audio_16k/1-51036-A-16.wav,wind,nature,1,train
data/ESC-50/audio_16k/1-51037-A-16.wav,wind,nature,1,train
data/ESC-50/audio_16k/1-52266-A-24.wav,coughing,human,1,train
data/ESC-50/audio_16k/1-52323-A-24.wav,coughing,human,1,train
data/ESC-50/audio_16k/1-53663-A-24.wav,coughing,human,1,train
data/ESC-50/audio_16k/1-54065-A-45.wav,train,motor,1,train
data/ESC-50/audio_16k/1-54065-B-45.wav,train,motor,1,train
data/ESC-50/audio_16k/1-54084-A-42.wav,siren,motor,1,train
data/ESC-50/audio_16k/1-54505-A-21.wav,sneezing,human,1,train
data/ESC-50/audio_16k/1-54918-A-14.wav,chirping_birds,bird,1,train
data/ESC-50/audio_16k/1-54918-B-14.wav,chirping_birds,bird,1,train
data/ESC-50/audio_16k/1-54958-A-10.wav,rain,nature,1,train
data/ESC-50/audio_16k/1-56233-A-9.wav,crow,bird,1,train
data/ESC-50/audio_16k/1-56234-A-9.wav,crow,bird,1,train
data/ESC-50/audio_16k/1-56311-A-10.wav,rain,nature,1,train
data/ESC-50/audio_16k/1-57316-A-13.wav,crickets,nature,1,train
data/ESC-50/audio_16k/1-57318-A-13.wav,crickets,nature,1,train
data/ESC-50/audio_16k/1-58792-A-24.wav,coughing,human,1,train
data/ESC-50/audio_16k/1-59102-A-13.wav,crickets,nature,1,train
data/ESC-50/audio_16k/1-59324-A-21.wav,sneezing,human,1,train
data/ESC-50/audio_16k/1-5996-A-6.wav,hen,bird,1,train
data/ESC-50/audio_16k/1-60997-A-20.wav,crying_baby,human,1,train
data/ESC-50/audio_16k/1-60997-B-20.wav,crying_baby,human,1,train
data/ESC-50/audio_16k/1-61252-A-11.wav,sea_waves,nature,1,train
data/ESC-50/audio_16k/1-61261-A-44.wav,engine,motor,1,train
data/ESC-50/audio_16k/1-62509-A-45.wav,train,motor,1,train
data/ESC-50/audio_16k/1-62565-A-44.wav,engine,motor,1,train
data/ESC-50/audio_16k/1-63679-A-24.wav,coughing,human,1,train
data/ESC-50/audio_16k/1-63871-A-10.wav,rain,nature,1,train
data/ESC-50/audio_16k/1-64398-A-41.wav,chainsaw,motor,1,train
data/ESC-50/audio_16k/1-64398-B-41.wav,chainsaw,motor,1,train
data/ESC-50/audio_16k/1-64473-A-45.wav,train,motor,1,train
data/ESC-50/audio_16k/1-65483-A-13.wav,crickets,nature,1,train
data/ESC-50/audio_16k/1-69760-A-16.wav,wind,nature,1,train
data/ESC-50/audio_16k/1-70300-A-45.wav,train,motor,1,train
data/ESC-50/audio_16k/1-71030-A-6.wav,hen,bird,1,train
data/ESC-50/audio_16k/1-72229-A-6.wav,hen,bird,1,train
data/ESC-50/audio_16k/1-72229-B-6.wav,hen,bird,1,train
data/ESC-50/audio_16k/1-72695-A-26.wav,laughing,human,1,train
data/ESC-50/audio_16k/1-73123-A-26.wav,laughing,human,1,train
data/ESC-50/audio_16k/1-73585-A-7.wav,insects,nature,1,train
data/ESC-50/audio_16k/1-7456-A-13.wav,crickets,nature,1,train
data/ESC-50/audio_16k/1-75162-A-9.wav,crow,bird,1,train
data/ESC-50/audio_16k/1-75189-A-7.wav,insects,nature,1,train
data/ESC-50/audio_16k/1-76831-A-42.wav,siren,motor,1,train
data/ESC-50/audio_16k/1-76831-B-42.wav,siren,motor,1,train
data/ESC-50/audio_16k/1-76831-C-42.wav,siren,motor,1,train
data/ESC-50/audio_16k/1-76831-D-42.wav,siren,motor,1,train
data/ESC-50/audio_16k/1-76831-E-42.wav,siren,motor,1,train
data/ESC-50/audio_16k/1-7973-A-7.wav,insects,nature,1,train
data/ESC-50/audio_16k/1-80785-A-7.wav,insects,nature,1,train
data/ESC-50/audio_16k/1-80840-A-13.wav,crickets,nature,1,train
data/ESC-50/audio_16k/1-80841-A-13.wav,crickets,nature,1,train
data/ESC-50/audio_16k/1-81883-A-21.wav,sneezing,human,1,train
data/ESC-50/audio_16k/1-88409-A-45.wav,train,motor,1,train
data/ESC-50/audio_16k/1-88409-B-45.wav,train,motor,1,train
data/ESC-50/audio_16k/1-91359-A-11.wav,sea_waves,nature,1,train
data/ESC-50/audio_16k/1-91359-B-11.wav,sea_waves,nature,1,train
data/ESC-50/audio_16k/1-94036-A-22.wav,clapping,human,1,train
data/ESC-50/audio_16k/1-96950-A-9.wav,crow,bird,1,train
data/ESC-50/audio_16k/1-96950-B-9.wav,crow,bird,1,train
data/ESC-50/audio_16k/1-9841-A-13.wav,crickets,nature,1,train
data/ESC-50/audio_16k/2-100786-A-1.wav,rooster,bird,2,train
data/ESC-50/audio_16k/2-101676-A-10.wav,rain,nature,2,train
data/ESC-50/audio_16k/2-102852-A-11.wav,sea_waves,nature,2,train
data/ESC-50/audio_16k/2-104105-A-19.wav,thunderstorm,nature,2,train
data/ESC-50/audio_16k/2-104105-B-19.wav,thunderstorm,nature,2,train
data/ESC-50/audio_16k/2-104952-A-16.wav,wind,nature,2,train
data/ESC-50/audio_16k/2-104952-B-16.wav,wind,nature,2,train
data/ESC-50/audio_16k/2-106014-A-44.wav,engine,motor,2,train
data/ESC-50/audio_16k/2-106015-A-44.wav,engine,motor,2,train
data/ESC-50/audio_16k/2-106015-B-44.wav,engine,motor,2,train
data/ESC-50/audio_16k/2-106019-A-13.wav,crickets,nature,2,train
data/ESC-50/audio_16k/2-106486-A-44.wav,engine,motor,2,train
data/ESC-50/audio_16k/2-106487-A-44.wav,engine,motor,2,train
data/ESC-50/audio_16k/2-107228-A-44.wav,engine,motor,2,train
data/ESC-50/audio_16k/2-107228-B-44.wav,engine,motor,2,train
data/ESC-50/audio_16k/2-107351-A-20.wav,crying_baby,human,2,train
data/ESC-50/audio_16k/2-107351-B-20.wav,crying_baby,human,2,train
data/ESC-50/audio_16k/2-108017-A-24.wav,coughing,human,2,train
data/ESC-50/audio_16k/2-108760-A-14.wav,chirping_birds,bird,2,train
data/ESC-50/audio_16k/2-108760-B-14.wav,chirping_birds,bird,2,train
data/ESC-50/audio_16k/2-108761-A-14.wav,chirping_birds,bird,2,train
data/ESC-50/audio_16k/2-108763-A-9.wav,crow,bird,2,train
data/ESC-50/audio_16k/2-108766-A-9.wav,crow,bird,2,train
data/ESC-50/audio_16k/2-108767-A-9.wav,crow,bird,2,train
data/ESC-50/audio_16k/2-108767-B-9.wav,crow,bird,2,train
data/ESC-50/audio_16k/2-108767-C-9.wav,crow,bird,2,train
data/ESC-50/audio_16k/2-109231-A-9.wav,crow,bird,2,train
data/ESC-50/audio_16k/2-109231-B-9.wav,crow,bird,2,train
data/ESC-50/audio_16k/2-109231-C-9.wav,crow,bird,2,train
data/ESC-50/audio_16k/2-109371-A-16.wav,wind,nature,2,train
data/ESC-50/audio_16k/2-109371-B-16.wav,wind,nature,2,train
data/ESC-50/audio_16k/2-109371-C-16.wav,wind,nature,2,train
data/ESC-50/audio_16k/2-109371-D-16.wav,wind,nature,2,train
data/ESC-50/audio_16k/2-109374-A-16.wav,wind,nature,2,train
data/ESC-50/audio_16k/2-109505-A-21.wav,sneezing,human,2,train
data/ESC-50/audio_16k/2-109759-A-26.wav,laughing,human,2,train
data/ESC-50/audio_16k/2-109759-B-26.wav,laughing,human,2,train
data/ESC-50/audio_16k/2-110613-A-13.wav,crickets,nature,2,train
data/ESC-50/audio_16k/2-117625-A-10.wav,rain,nature,2,train
data/ESC-50/audio_16k/2-118104-A-21.wav,sneezing,human,2,train
data/ESC-50/audio_16k/2-119102-A-21.wav,sneezing,human,2,train
data/ESC-50/audio_16k/2-120586-A-6.wav,hen,bird,2,train
data/ESC-50/audio_16k/2-120587-A-6.wav,hen,bird,2,train
data/ESC-50/audio_16k/2-122066-A-45.wav,train,motor,2,train
data/ESC-50/audio_16k/2-122066-B-45.wav,train,motor,2,train
data/ESC-50/audio_16k/2-122067-A-45.wav,train,motor,2,train
data/ESC-50/audio_16k/2-122067-B-45.wav,train,motor,2,train
data/ESC-50/audio_16k/2-122616-A-14.wav,chirping_birds,bird,2,train
data/ESC-50/audio_16k/2-123896-A-24.wav,coughing,human,2,train
data/ESC-50/audio_16k/2-124662-A-11.wav,sea_waves,nature,2,train
data/ESC-50/audio_16k/2-125821-A-13.wav,crickets,nature,2,train
data/ESC-50/audio_16k/2-125875-A-13.wav,crickets,nature,2,train
data/ESC-50/audio_16k/2-125966-A-11.wav,sea_waves,nature,2,train
data/ESC-50/audio_16k/2-127109-A-6.wav,hen,bird,2,train
data/ESC-50/audio_16k/2-128631-A-21.wav,sneezing,human,2,train
data/ESC-50/audio_16k/2-130978-A-21.wav,sneezing,human,2,train
data/ESC-50/audio_16k/2-130979-A-21.wav,sneezing,human,2,train
data/ESC-50/audio_16k/2-132157-A-11.wav,sea_waves,nature,2,train
data/ESC-50/audio_16k/2-132157-B-11.wav,sea_waves,nature,2,train
data/ESC-50/audio_16k/2-133863-A-11.wav,sea_waves,nature,2,train
data/ESC-50/audio_16k/2-134049-A-6.wav,hen,bird,2,train
data/ESC-50/audio_16k/2-135649-A-45.wav,train,motor,2,train
data/ESC-50/audio_16k/2-135649-B-45.wav,train,motor,2,train
data/ESC-50/audio_16k/2-135649-C-45.wav,train,motor,2,train
data/ESC-50/audio_16k/2-137162-A-11.wav,sea_waves,nature,2,train
data/ESC-50/audio_16k/2-151079-A-20.wav,crying_baby,human,2,train
data/ESC-50/audio_16k/2-155801-A-11.wav,sea_waves,nature,2,train
data/ESC-50/audio_16k/2-157488-A-6.wav,hen,bird,2,train
data/ESC-50/audio_16k/2-160128-A-7.wav,insects,nature,2,train
data/ESC-50/audio_16k/2-188822-A-40.wav,helicopter,motor,2,train
data/ESC-50/audio_16k/2-188822-B-40.wav,helicopter,motor,2,train
data/ESC-50/audio_16k/2-188822-C-40.wav,helicopter,motor,2,train
data/ESC-50/audio_16k/2-188822-D-40.wav,helicopter,motor,2,train
data/ESC-50/audio_16k/2-205966-A-16.wav,wind,nature,2,train
data/ESC-50/audio_16k/2-25292-A-22.wav,clapping,human,2,train
data/ESC-50/audio_16k/2-25293-A-22.wav,clapping,human,2,train
data/ESC-50/audio_16k/2-262579-A-45.wav,train,motor,2,train
data/ESC-50/audio_16k/2-37806-A-40.wav,helicopter,motor,2,train
data/ESC-50/audio_16k/2-37806-B-40.wav,helicopter,motor,2,train
data/ESC-50/audio_16k/2-37806-C-40.wav,helicopter,motor,2,train
data/ESC-50/audio_16k/2-37806-D-40.wav,helicopter,motor,2,train
data/ESC-50/audio_16k/2-39441-A-19.wav,thunderstorm,nature,2,train
data/ESC-50/audio_16k/2-39443-A-19.wav,thunderstorm,nature,2,train
data/ESC-50/audio_16k/2-39443-B-19.wav,thunderstorm,nature,2,train
data/ESC-50/audio_16k/2-39945-A-19.wav,thunderstorm,nature,2,train
data/ESC-50/audio_16k/2-39945-B-19.wav,thunderstorm,nature,2,train
data/ESC-50/audio_16k/2-39945-C-19.wav,thunderstorm,nature,2,train
data/ESC-50/audio_16k/2-43802-A-42.wav,siren,motor,2,train
data/ESC-50/audio_16k/2-43806-A-42.wav,siren,motor,2,train
data/ESC-50/audio_16k/2-50665-A-20.wav,crying_baby,human,2,train
data/ESC-50/audio_16k/2-50666-A-20.wav,crying_baby,human,2,train
data/ESC-50/audio_16k/2-50667-A-41.wav,chainsaw,motor,2,train
data/ESC-50/audio_16k/2-50667-B-41.wav,chainsaw,motor,2,train
data/ESC-50/audio_16k/2-50668-A-41.wav,chainsaw,motor,2,train
data/ESC-50/audio_16k/2-50668-B-41.wav,chainsaw,motor,2,train
data/ESC-50/audio_16k/2-50774-A-23.wav,breathing,human,2,train
data/ESC-50/audio_16k/2-54961-A-23.wav,breathing,human,2,train
data/ESC-50/audio_16k/2-54962-A-23.wav,breathing,human,2,train
data/ESC-50/audio_16k/2-57733-A-22.wav,clapping,human,2,train
data/ESC-50/audio_16k/2-60791-A-26.wav,laughing,human,2,train
data/ESC-50/audio_16k/2-60794-A-26.wav,laughing,human,2,train
data/ESC-50/audio_16k/2-60795-A-26.wav,laughing,human,2,train
data/ESC-50/audio_16k/2-60900-A-22.wav,clapping,human,2,train
data/ESC-50/audio_16k/2-62226-A-26.wav,laughing,human,2,train
data/ESC-50/audio_16k/2-65750-A-1.wav,rooster,bird,2,train
data/ESC-50/audio_16k/2-66205-A-23.wav,breathing,human,2,train
data/ESC-50/audio_16k/2-66637-A-20.wav,crying_baby,human,2,train
data/ESC-50/audio_16k/2-66637-B-20.wav,crying_baby,human,2,train
data/ESC-50/audio_16k/2-68391-A-41.wav,chainsaw,motor,2,train
data/ESC-50/audio_16k/2-68391-B-41.wav,chainsaw,motor,2,train
data/ESC-50/audio_16k/2-70052-A-42.wav,siren,motor,2,train
data/ESC-50/audio_16k/2-70052-B-42.wav,siren,motor,2,train
data/ESC-50/audio_16k/2-70936-A-42.wav,siren,motor,2,train
data/ESC-50/audio_16k/2-70938-A-42.wav,siren,motor,2,train
data/ESC-50/audio_16k/2-70939-A-42.wav,siren,motor,2,train
data/ESC-50/audio_16k/2-71162-A-1.wav,rooster,bird,2,train
data/ESC-50/audio_16k/2-72268-A-6.wav,hen,bird,2,train
data/ESC-50/audio_16k/2-72547-A-14.wav,chirping_birds,bird,2,train
data/ESC-50/audio_16k/2-72547-B-14.wav,chirping_birds,bird,2,train
data/ESC-50/audio_16k/2-72547-C-14.wav,chirping_birds,bird,2,train
data/ESC-50/audio_16k/2-72547-D-14.wav,chirping_birds,bird,2,train
data/ESC-50/audio_16k/2-72688-A-42.wav,siren,motor,2,train
data/ESC-50/audio_16k/2-72970-A-10.wav,rain,nature,2,train
data/ESC-50/audio_16k/2-73027-A-10.wav,rain,nature,2,train
data/ESC-50/audio_16k/2-73260-A-10.wav,rain,nature,2,train
data/ESC-50/audio_16k/2-75726-A-6.wav,hen,bird,2,train
data/ESC-50/audio_16k/2-76408-A-22.wav,clapping,human,2,train
data/ESC-50/audio_16k/2-76408-B-22.wav,clapping,human,2,train
data/ESC-50/audio_16k/2-76408-C-22.wav,clapping,human,2,train
data/ESC-50/audio_16k/2-76408-D-22.wav,clapping,human,2,train
data/ESC-50/audio_16k/2-76868-A-6.wav,hen,bird,2,train
data/ESC-50/audio_16k/2-77945-A-41.wav,chainsaw,motor,2,train
data/ESC-50/audio_16k/2-77945-B-41.wav,chainsaw,motor,2,train
data/ESC-50/audio_16k/2-78651-A-44.wav,engine,motor,2,train
data/ESC-50/audio_16k/2-79769-A-26.wav,laughing,human,2,train
data/ESC-50/audio_16k/2-79775-A-26.wav,laughing,human,2,train
data/ESC-50/audio_16k/2-80482-A-20.wav,crying_baby,human,2,train
data/ESC-50/audio_16k/2-80844-A-13.wav,crickets,nature,2,train
data/ESC-50/audio_16k/2-81270-A-1.wav,rooster,bird,2,train
data/ESC-50/audio_16k/2-81731-A-10.wav,rain,nature,2,train
data/ESC-50/audio_16k/2-81970-A-7.wav,insects,nature,2,train
data/ESC-50/audio_16k/2-81970-B-7.wav,insects,nature,2,train
data/ESC-50/audio_16k/2-81970-C-7.wav,insects,nature,2,train
data/ESC-50/audio_16k/2-82077-A-7.wav,insects,nature,2,train
data/ESC-50/audio_16k/2-82367-A-10.wav,rain,nature,2,train
data/ESC-50/audio_16k/2-82455-A-23.wav,breathing,human,2,train
data/ESC-50/audio_16k/2-82538-A-21.wav,sneezing,human,2,train
data/ESC-50/audio_16k/2-83270-A-13.wav,crickets,nature,2,train
data/ESC-50/audio_16k/2-84965-A-23.wav,breathing,human,2,train
data/ESC-50/audio_16k/2-85139-A-13.wav,crickets,nature,2,train
data/ESC-50/audio_16k/2-85292-A-24.wav,coughing,human,2,train
data/ESC-50/audio_16k/2-87412-A-24.wav,coughing,human,2,train
data/ESC-50/audio_16k/2-87781-A-10.wav,rain,nature,2,train
data/ESC-50/audio_16k/2-87794-A-24.wav,coughing,human,2,train
data/ESC-50/audio_16k/2-87795-A-24.wav,coughing,human,2,train
data/ESC-50/audio_16k/2-87799-A-24.wav,coughing,human,2,train
data/ESC-50/audio_16k/2-93030-A-21.wav,sneezing,human,2,train
data/ESC-50/audio_16k/2-95035-A-1.wav,rooster,bird,2,train
data/ESC-50/audio_16k/2-95258-A-1.wav,rooster,bird,2,train
data/ESC-50/audio_16k/2-95258-B-1.wav,rooster,bird,2,train
data/ESC-50/audio_16k/2-95567-A-23.wav,breathing,human,2,train
data/ESC-50/audio_16k/2-96033-A-13.wav,crickets,nature,2,train
data/ESC-50/audio_16k/2-96460-A-1.wav,rooster,bird,2,train
data/ESC-50/audio_16k/2-98392-A-23.wav,breathing,human,2,train
data/ESC-50/audio_16k/2-98676-A-24.wav,coughing,human,2,train
data/ESC-50/audio_16k/2-99955-A-7.wav,insects,nature,2,train
data/ESC-50/audio_16k/2-99955-B-7.wav,insects,nature,2,train
data/ESC-50/audio_16k/2-99955-C-7.wav,insects,nature,2,train
data/ESC-50/audio_16k/3-103050-A-19.wav,thunderstorm,nature,3,train
data/ESC-50/audio_16k/3-103051-A-19.wav,thunderstorm,nature,3,train
data/ESC-50/audio_16k/3-103051-B-19.wav,thunderstorm,nature,3,train
data/ESC-50/audio_16k/3-103051-C-19.wav,thunderstorm,nature,3,train
data/ESC-50/audio_16k/3-104761-A-7.wav,insects,nature,3,train
data/ESC-50/audio_16k/3-104761-B-7.wav,insects,nature,3,train
data/ESC-50/audio_16k/3-105235-A-7.wav,insects,nature,3,train
data/ESC-50/audio_16k/3-105236-A-7.wav,insects,nature,3,train
data/ESC-50/audio_16k/3-107123-A-26.wav,laughing,human,3,train
data/ESC-50/audio_16k/3-107219-A-1.wav,rooster,bird,3,train
data/ESC-50/audio_16k/3-108160-A-23.wav,breathing,human,3,train
data/ESC-50/audio_16k/3-110536-A-26.wav,laughing,human,3,train
data/ESC-50/audio_16k/3-110913-A-7.wav,insects,nature,3,train
data/ESC-50/audio_16k/3-110913-B-7.wav,insects,nature,3,train
data/ESC-50/audio_16k/3-110913-C-7.wav,insects,nature,3,train
data/ESC-50/audio_16k/3-110913-D-7.wav,insects,nature,3,train
data/ESC-50/audio_16k/3-112397-A-9.wav,crow,bird,3,train
data/ESC-50/audio_16k/3-112557-A-23.wav,breathing,human,3,train
data/ESC-50/audio_16k/3-112557-B-23.wav,breathing,human,3,train
data/ESC-50/audio_16k/3-115382-A-44.wav,engine,motor,3,train
data/ESC-50/audio_16k/3-116135-A-1.wav,rooster,bird,3,train
data/ESC-50/audio_16k/3-117293-A-9.wav,crow,bird,3,train
data/ESC-50/audio_16k/3-117504-A-16.wav,wind,nature,3,train
data/ESC-50/audio_16k/3-117504-B-16.wav,wind,nature,3,train
data/ESC-50/audio_16k/3-118487-A-26.wav,laughing,human,3,train
data/ESC-50/audio_16k/3-118656-A-41.wav,chainsaw,motor,3,train
data/ESC-50/audio_16k/3-118657-A-41.wav,chainsaw,motor,3,train
data/ESC-50/audio_16k/3-118657-B-41.wav,chainsaw,motor,3,train
data/ESC-50/audio_16k/3-118658-A-41.wav,chainsaw,motor,3,train
data/ESC-50/audio_16k/3-118658-B-41.wav,chainsaw,motor,3,train
data/ESC-50/audio_16k/3-118972-A-41.wav,chainsaw,motor,3,train
data/ESC-50/audio_16k/3-118972-B-41.wav,chainsaw,motor,3,train
data/ESC-50/audio_16k/3-119455-A-44.wav,engine,motor,3,train
data/ESC-50/audio_16k/3-119459-A-26.wav,laughing,human,3,train
data/ESC-50/audio_16k/3-121348-A-9.wav,crow,bird,3,train
data/ESC-50/audio_16k/3-123224-A-19.wav,thunderstorm,nature,3,train
data/ESC-50/audio_16k/3-124600-A-19.wav,thunderstorm,nature,3,train
data/ESC-50/audio_16k/3-124925-A-9.wav,crow,bird,3,train
data/ESC-50/audio_16k/3-125418-A-24.wav,coughing,human,3,train
data/ESC-50/audio_16k/3-126113-A-26.wav,laughing,human,3,train
data/ESC-50/audio_16k/3-127890-A-9.wav,crow,bird,3,train
