path,category,eco_label,fold,split,soft_bird,soft_human,soft_motor,soft_nature
data/ESC-50/audio_16k/1-172649-B-40.wav,helicopter,motor,1,train,0.0020778533,0.043744784,0.9504419,0.003735499
data/ESC-50/audio_16k/1-172649-C-40.wav,helicopter,motor,1,train,5.7460227e-05,0.03165798,0.96243846,0.0058461134
data/ESC-50/audio_16k/1-172649-D-40.wav,helicopter,motor,1,train,4.4961143e-05,0.009069984,0.9890623,0.0018227196
data/ESC-50/audio_16k/1-172649-E-40.wav,helicopter,motor,1,train,5.985667e-05,0.0011904937,0.9963808,0.0023687917
data/ESC-50/audio_16k/1-172649-F-40.wav,helicopter,motor,1,train,1.2986268e-05,0.00073346496,0.9989291,0.00032449342
data/ESC-50/audio_16k/1-17367-A-10.wav,rain,nature,1,train,0.0023683722,0.012766555,0.05596386,0.9289012
data/ESC-50/audio_16k/1-17585-A-7.wav,insects,nature,1,train,0.21212232,0.0055559003,0.032153208,0.7501686
data/ESC-50/audio_16k/1-1791-A-26.wav,laughing,human,1,train,0.0020464417,0.98979646,0.007430021,0.0007271178
data/ESC-50/audio_16k/1-18074-A-6.wav,hen,bird,1,train,0.99617046,0.0037036375,9.139419e-05,3.4520235e-05
data/ESC-50/audio_16k/1-18074-B-6.wav,hen,bird,1,train,0.9998867,9.866069e-05,1.3983938e-05,7.0948994e-07
data/ESC-50/audio_16k/1-181071-A-40.wav,helicopter,motor,1,train,0.0011918778,0.008236949,0.98046964,0.010101612
data/ESC-50/audio_16k/1-181071-B-40.wav,helicopter,motor,1,train,6.089613e-05,0.0011120392,0.9975202,0.0013068212
data/ESC-50/audio_16k/1-18527-A-44.wav,engine,motor,1,train,9.422185e-05,0.0005462703,0.99556464,0.003794888
data/ESC-50/audio_16k/1-18527-B-44.wav,engine,motor,1,train,0.000119414515,0.003704881,0.99373025,0.0024454275
data/ESC-50/audio_16k/1-18631-A-23.wav,breathing,human,1,train,0.011367442,0.9726753,0.012234578,0.0037226775
data/ESC-50/audio_16k/1-187207-A-20.wav,crying_baby,human,1,train,0.2490288,0.75042605,0.00022984753,0.00031527568
data/ESC-50/audio_16k/1-19111-A-24.wav,coughing,human,1,train,0.0007975566,0.99919814,2.860425e-06,1.4234937e-06
data/ESC-50/audio_16k/1-19118-A-24.wav,coughing,human,1,train,0.002129554,0.9958688,0.0011686702,0.0008330331
data/ESC-50/audio_16k/1-19501-A-7.wav,insects,nature,1,train,0.28112948,0.010060304,0.009701103,0.6991091
data/ESC-50/audio_16k/1-19898-A-41.wav,chainsaw,motor,1,train,4.2150295e-05,0.0040301806,0.99181724,0.0041103973
data/ESC-50/audio_16k/1-19898-B-41.wav,chainsaw,motor,1,train,2.8303355e-05,0.004739687,0.9950826,0.00014938915
data/ESC-50/audio_16k/1-19898-C-41.wav,chainsaw,motor,1,train,4.44051e-05,0.008467627,0.99073863,0.0007492908
data/ESC-50/audio_16k/1-211527-A-20.wav,crying_baby,human,1,train,0.0043240474,0.9946709,0.0005648968,0.0004401074
data/ESC-50/audio_16k/1-211527-B-20.wav,crying_baby,human,1,train,0.00033906178,0.9996366,4.71737e-06,1.9682137e-05
data/ESC-50/audio_16k/1-211527-C-20.wav,crying_baby,human,1,train,0.0040604337,0.99566185,0.00023957223,3.811864e-05
data/ESC-50/audio_16k/1-21189-A-10.wav,rain,nature,1,train,0.0008184771,0.007492264,0.04897749,0.9427118
data/ESC-50/audio_16k/1-22694-A-20.wav,crying_baby,human,1,train,0.00026239787,0.9997,2.6897926e-06,3.4896555e-05
data/ESC-50/audio_16k/1-22694-B-20.wav,crying_baby,human,1,train,0.002476488,0.9931687,0.001630407,0.0027243246
data/ESC-50/audio_16k/1-22882-A-44.wav,engine,motor,1,train,0.00018231299,0.015095406,0.9788052,0.0059170495
data/ESC-50/audio_16k/1-23222-A-19.wav,thunderstorm,nature,1,train,0.018231116,0.029495586,0.10601078,0.8462625
data/ESC-50/audio_16k/1-23222-B-19.wav,thunderstorm,nature,1,train,0.0028565074,0.018337417,0.45051366,0.52829236
data/ESC-50/audio_16k/1-24524-A-19.wav,thunderstorm,nature,1,train,0.0032769784,0.009614342,0.032616086,0.9544926
data/ESC-50/audio_16k/1-24524-B-19.wav,thunderstorm,nature,1,train,0.026447825,0.025331458,0.07038677,0.8778339
data/ESC-50/audio_16k/1-24524-C-19.wav,thunderstorm,nature,1,train,0.119620875,0.06377689,0.27320614,0.5433961
data/ESC-50/audio_16k/1-26143-A-21.wav,sneezing,human,1,train,0.0012690264,0.9969339,0.00059869164,0.0011984167
data/ESC-50/audio_16k/1-26222-A-10.wav,rain,nature,1,train,0.00054836256,0.004092253,0.14550383,0.84985554
data/ESC-50/audio_16k/1-26806-A-1.wav,rooster,bird,1,train,0.95108366,0.043917954,0.004920348,7.800581e-05
data/ESC-50/audio_16k/1-27724-A-1.wav,rooster,bird,1,train,0.55745965,0.043588705,0.3492435,0.049708076
data/ESC-50/audio_16k/1-28135-A-11.wav,sea_waves,nature,1,train,0.00023176824,0.0032769884,0.06846021,0.928031
data/ESC-50/audio_16k/1-28135-B-11.wav,sea_waves,nature,1,train,0.00013122999,0.0022585955,0.13522844,0.86238176
data/ESC-50/audio_16k/1-29532-A-16.wav,wind,nature,1,train,0.0029316742,0.0028515605,0.98738956,0.0068272497
data/ESC-50/audio_16k/1-29561-A-10.wav,rain,nature,1,train,0.00018279151,0.002658956,0.92526716,0.07189107
data/ESC-50/audio_16k/1-29680-A-21.wav,sneezing,human,1,train,0.000332262,0.99954474,9.605395e-06,0.00011342864
data/ESC-50/audio_16k/1-30039-A-26.wav,laughing,human,1,train,0.00010205058,0.99973196,0.00012270937,4.3222142e-05
data/ESC-50/audio_16k/1-30043-A-26.wav,laughing,human,1,train,6.7095316e-05,0.9989675,0.0009064617,5.894377e-05
data/ESC-50/audio_16k/1-30709-A-23.wav,breathing,human,1,train,0.0046731397,0.9050658,0.08163983,0.008621332
data/ESC-50/audio_16k/1-30709-B-23.wav,breathing,human,1,train,0.025161462,0.96105254,0.009769621,0.004016378
data/ESC-50/audio_16k/1-30709-C-23.wav,breathing,human,1,train,0.007387945,0.94601834,0.028084645,0.018509133
data/ESC-50/audio_16k/1-30830-A-24.wav,coughing,human,1,train,0.008669503,0.90764,0.051917735,0.0317728
data/ESC-50/audio_16k/1-31251-A-6.wav,hen,bird,1,train,0.7686011,0.14170475,0.07801959,0.01167454
data/ESC-50/audio_16k/1-31251-B-6.wav,hen,bird,1,train,0.58278203,0.2092829,0.1559975,0.051937655
data/ESC-50/audio_16k/1-31482-A-42.wav,siren,motor,1,train,0.00049713015,0.17907573,0.8199763,0.00045084977
data/ESC-50/audio_16k/1-31482-B-42.wav,siren,motor,1,train,0.00011727099,0.0022730024,0.99660856,0.0010011574
data/ESC-50/audio_16k/1-31748-A-21.wav,sneezing,human,1,train,0.028584482,0.94039005,0.016892629,0.014132758
data/ESC-50/audio_16k/1-33658-A-26.wav,laughing,human,1,train,0.0050893207,0.9737592,0.017374206,0.0037772385
data/ESC-50/audio_16k/1-34119-A-1.wav,rooster,bird,1,train,0.9761779,0.0032461016,0.01683754,0.0037384464
data/ESC-50/audio_16k/1-34119-B-1.wav,rooster,bird,1,train,0.9886568,0.010598828,0.0007387412,5.497184e-06
data/ESC-50/audio_16k/1-34495-A-14.wav,chirping_birds,bird,1,train,0.97786796,0.0028208806,0.0018737036,0.017437428
data/ESC-50/audio_16k/1-34497-A-14.wav,chirping_birds,bird,1,train,0.7113563,0.0020025643,0.0017382682,0.28490296
data/ESC-50/audio_16k/1-36164-A-26.wav,laughing,human,1,train,0.0022922296,0.9974361,0.0001219368,0.00014976111
data/ESC-50/audio_16k/1-36164-B-26.wav,laughing,human,1,train,0.00086099864,0.9989794,0.00012335328,3.6307607e-05
data/ESC-50/audio_16k/1-36393-A-23.wav,breathing,human,1,train,0.014886269,0.9073172,0.057571676,0.020224843
data/ESC-50/audio_16k/1-36397-A-23.wav,breathing,human,1,train,0.002477231,0.99730784,6.374298e-05,0.00015125524
data/ESC-50/audio_16k/1-36400-A-23.wav,breathing,human,1,train,0.00049011916,0.9984312,0.0006754985,0.000403227
data/ESC-50/audio_16k/1-36402-A-23.wav,breathing,human,1,train,0.009175778,0.9598302,0.010963631,0.02003039
data/ESC-50/audio_16k/1-38559-A-14.wav,chirping_birds,bird,1,train,0.8700782,0.0074902833,0.0059126383,0.11651886
data/ESC-50/audio_16k/1-38560-A-14.wav,chirping_birds,bird,1,train,0.94608074,0.012148364,0.0027998982,0.038970992
data/ESC-50/audio_16k/1-39835-A-9.wav,crow,bird,1,train,0.9855115,0.009915846,0.0012799868,0.0032927294
data/ESC-50/audio_16k/1-39835-B-9.wav,crow,bird,1,train,0.93523073,0.0027022082,0.0028667422,0.059200283
data/ESC-50/audio_16k/1-39901-A-11.wav,sea_waves,nature,1,train,6.323405e-05,0.0005871263,0.5346258,0.4647238
data/ESC-50/audio_16k/1-39901-B-11.wav,sea_waves,nature,1,train,0.0006936228,0.0019735715,0.78334355,0.21398929
data/ESC-50/audio_16k/1-39923-A-1.wav,rooster,bird,1,train,0.997492,0.0020917966,0.00018749703,0.0002286929
data/ESC-50/audio_16k/1-40730-A-1.wav,rooster,bird,1,train,0.9340442,0.003193859,0.06275448,7.411416e-06
data/ESC-50/audio_16k/1-43382-A-1.wav,rooster,bird,1,train,0.9902221,0.0064101657,0.003266221,0.00010156851
data/ESC-50/audio_16k/1-43760-A-11.wav,sea_waves,nature,1,train,6.99384e-05,0.0012176282,0.034279715,0.9644327
data/ESC-50/audio_16k/1-44831-A-1.wav,rooster,bird,1,train,0.9902722,0.0021025804,0.0061279023,0.001497297
data/ESC-50/audio_16k/1-46040-A-14.wav,chirping_birds,bird,1,train,0.899083,0.05433428,0.00413517,0.042447444
data/ESC-50/audio_16k/1-46938-A-7.wav,insects,nature,1,train,0.00019907596,0.00060098234,0.00015096585,0.99904895
data/ESC-50/audio_16k/1-46938-B-7.wav,insects,nature,1,train,0.00020623047,0.00078097585,0.003475539,0.9955372
data/ESC-50/audio_16k/1-47250-A-41.wav,chainsaw,motor,1,train,1.9519437e-05,0.00860815,0.9836942,0.007678122
data/ESC-50/audio_16k/1-47250-B-41.wav,chainsaw,motor,1,train,9.28712e-05,0.114190236,0.88195586,0.0037610573
data/ESC-50/audio_16k/1-47273-A-21.wav,sneezing,human,1,train,0.0009910357,0.99888706,2.5725e-05,9.615015e-05
data/ESC-50/audio_16k/1-47274-A-21.wav,sneezing,human,1,train,0.01867184,0.9780896,0.0017367625,0.001501825
data/ESC-50/audio_16k/1-47709-A-16.wav,wind,nature,1,train,0.00029742235,0.007265379,0.39149585,0.60094136
data/ESC-50/audio_16k/1-47714-A-16.wav,wind,nature,1,train,0.0033673784,0.039469186,0.34470424,0.6124592
data/ESC-50/audio_16k/1-50060-A-10.wav,rain,nature,1,train,0.0005800156,0.0047204974,0.022774532,0.9719249
data/ESC-50/audio_16k/1-50454-A-44.wav,engine,motor,1,train,0.0052393405,0.007560218,0.95953166,0.027668785
data/ESC-50/audio_16k/1-50455-A-44.wav,engine,motor,1,train,0.00024568688,0.11078088,0.88532996,0.0036434743
data/ESC-50/audio_16k/1-50661-A-44.wav,engine,motor,1,train,1.7753601e-06,0.0027780868,0.9968585,0.000361647
data/ESC-50/audio_16k/1-51035-A-16.wav,wind,nature,1,train,0.0034756581,0.00949372,0.09720129,0.88982934
data/ESC-50/audio_16k/1-51036-A-16.wav,wind,nature,1,train,0.00029327822,0.0050502843,0.08330696,0.9113495
data/ESC-50/audio_16k/1-51037-A-16.wav,wind,nature,1,train,6.2388666e-05,0.002378916,0.04207611,0.9554826
data/ESC-50/audio_16k/1-52266-A-24.wav,coughing,human,1,train,0.0005671468,0.9969678,0.0016339166,0.00083123316
data/ESC-50/audio_16k/1-52323-A-24.wav,coughing,human,1,train,7.373617e-05,0.9999245,1.8751383e-07,1.6213213e-06
data/ESC-50/audio_16k/1-53663-A-24.wav,coughing,human,1,train,0.0019461623,0.99800384,3.5211167e-05,1.4866189e-05
data/ESC-50/audio_16k/1-54065-A-45.wav,train,motor,1,train,6.47186e-05,0.0010806455,0.9800302,0.018824447
data/ESC-50/audio_16k/1-54065-B-45.wav,train,motor,1,train,0.00025370924,0.013052802,0.8917623,0.09493117
data/ESC-50/audio_16k/1-54084-A-42.wav,siren,motor,1,train,6.23889e-05,0.0031582161,0.99666494,0.000114413466
data/ESC-50/audio_16k/1-54505-A-21.wav,sneezing,human,1,train,0.0017329023,0.99810356,4.299391e-05,0.00012056798
data/ESC-50/audio_16k/1-54918-A-14.wav,chirping_birds,bird,1,train,0.9091222,0.0009127434,0.000372551,0.08959251
data/ESC-50/audio_16k/1-54918-B-14.wav,chirping_birds,bird,1,train,0.92031515,0.0027513972,0.0039592166,0.072974205
data/ESC-50/audio_16k/1-54958-A-10.wav,rain,nature,1,train,5.7943278e-05,0.005495734,0.0111418115,0.9833045
data/ESC-50/audio_16k/1-56233-A-9.wav,crow,bird,1,train,0.9995512,0.00043552552,1.14205095e-05,1.8562446e-06
data/ESC-50/audio_16k/1-56234-A-9.wav,crow,bird,1,train,0.9814301,0.007652534,0.0031980588,0.0077193505
data/ESC-50/audio_16k/1-56311-A-10.wav,rain,nature,1,train,0.015195756,0.007594801,0.07983831,0.8973711
data/ESC-50/audio_16k/1-57316-A-13.wav,crickets,nature,1,train,0.40359378,0.19403197,0.24973874,0.15263547
data/ESC-50/audio_16k/1-57318-A-13.wav,crickets,nature,1,train,0.27036223,0.043793675,0.063575685,0.62226844
data/ESC-50/audio_16k/1-58792-A-24.wav,coughing,human,1,train,0.23921737,0.75370395,0.0026752737,0.0044035222
data/ESC-50/audio_16k/1-59102-A-13.wav,crickets,nature,1,train,0.028940206,0.003182268,0.001337409,0.96654016
data/ESC-50/audio_16k/1-59324-A-21.wav,sneezing,human,1,train,0.023875112,0.9690219,0.003112219,0.0039908187
data/ESC-50/audio_16k/1-5996-A-6.wav,hen,bird,1,train,0.9803342,0.017161183,0.0024083885,9.625233e-05
data/ESC-50/audio_16k/1-60997-A-20.wav,crying_baby,human,1,train,5.4335058e-05,0.9944217,0.005513546,1.03591165e-05
data/ESC-50/audio_16k/1-60997-B-20.wav,crying_baby,human,1,train,8.2977385e-06,0.9999912,1.3808767e-07,4.2264645e-07
data/ESC-50/audio_16k/1-61252-A-11.wav,sea_waves,nature,1,train,1.0538134e-05,0.0022532817,0.037985753,0.9597504
data/ESC-50/audio_16k/1-61261-A-44.wav,engine,motor,1,train,0.0022423894,0.004393086,0.94340837,0.049956087
data/ESC-50/audio_16k/1-62509-A-45.wav,train,motor,1,train,0.00014416993,0.0016903414,0.990042,0.008123608
data/ESC-50/audio_16k/1-62565-A-44.wav,engine,motor,1,train,4.765253e-05,0.0011797127,0.9928485,0.005924023
data/ESC-50/audio_16k/1-63679-A-24.wav,coughing,human,1,train,7.218332e-05,0.99992156,1.2132208e-06,5.105937e-06
data/ESC-50/audio_16k/1-63871-A-10.wav,rain,nature,1,train,0.0027041493,0.013941316,0.40216497,0.5811896
data/ESC-50/audio_16k/1-64398-A-41.wav,chainsaw,motor,1,train,5.0126446e-06,0.00964647,0.9899864,0.00036211195
data/ESC-50/audio_16k/1-64398-B-41.wav,chainsaw,motor,1,train,0.00044682118,0.014130423,0.9778029,0.0076198326
data/ESC-50/audio_16k/1-64473-A-45.wav,train,motor,1,train,1.8611585e-05,0.00056011113,0.99737644,0.002044817
data/ESC-50/audio_16k/1-65483-A-13.wav,crickets,nature,1,train,0.058875203,0.043643128,0.27711615,0.62036556
data/ESC-50/audio_16k/1-69760-A-16.wav,wind,nature,1,train,4.4758966e-05,0.0040980494,0.08645485,0.9094023
data/ESC-50/audio_16k/1-70300-A-45.wav,train,motor,1,train,0.00011457513,0.008175083,0.9867679,0.004942441
data/ESC-50/audio_16k/1-71030-A-6.wav,hen,bird,1,train,0.92185736,0.043909434,0.01272319,0.021510024
data/ESC-50/audio_16k/1-72229-A-6.wav,hen,bird,1,train,0.5692673,0.42910248,0.0011117146,0.00051861804
data/ESC-50/audio_16k/1-72229-B-6.wav,hen,bird,1,train,0.7032188,0.09119253,0.20406522,0.001523426
data/ESC-50/audio_16k/1-72695-A-26.wav,laughing,human,1,train,0.0034598394,0.9958664,0.0005430357,0.00013072783
data/ESC-50/audio_16k/1-73123-A-26.wav,laughing,human,1,train,0.0048907674,0.9905722,0.0018688006,0.0026682504
data/ESC-50/audio_16k/1-73585-A-7.wav,insects,nature,1,train,0.0029290754,0.0046601347,0.06575854,0.92665225
data/ESC-50/audio_16k/1-7456-A-13.wav,crickets,nature,1,train,0.045315113,0.020695796,0.57353264,0.36045647
data/ESC-50/audio_16k/1-75162-A-9.wav,crow,bird,1,train,0.8528926,0.14472263,0.0016872886,0.00069751847
data/ESC-50/audio_16k/1-75189-A-7.wav,insects,nature,1,train,0.0036305895,0.1299878,0.0078587085,0.8585229
data/ESC-50/audio_16k/1-76831-A-42.wav,siren,motor,1,train,8.364087e-07,0.00015251775,0.9998373,9.382002e-06
data/ESC-50/audio_16k/1-76831-B-42.wav,siren,motor,1,train,5.045158e-09,0.00011628277,0.9998462,3.7514044e-05
data/ESC-50/audio_16k/1-76831-C-42.wav,siren,motor,1,train,8.518682e-09,3.765486e-05,0.99994344,1.8907986e-05
data/ESC-50/audio_16k/1-76831-D-42.wav,siren,motor,1,train,1.3516308e-07,0.00012946254,0.999866,4.3909463e-06
data/ESC-50/audio_16k/1-76831-E-42.wav,siren,motor,1,train,1.9268745e-08,6.5166685e-05,0.99992174,1.3074606e-05
data/ESC-50/audio_16k/1-7973-A-7.wav,insects,nature,1,train,0.004166755,0.05270052,0.0060092025,0.9371235
data/ESC-50/audio_16k/1-80785-A-7.wav,insects,nature,1,train,0.0015406606,0.018259488,0.1447883,0.83541155
data/ESC-50/audio_16k/1-80840-A-13.wav,crickets,nature,1,train,0.005061955,0.028283998,0.022188477,0.9444656
data/ESC-50/audio_16k/1-80841-A-13.wav,crickets,nature,1,train,0.29531476,0.052379273,0.10536401,0.54694206
data/ESC-50/audio_16k/1-81883-A-21.wav,sneezing,human,1,train,0.0010157952,0.9986277,2.1279295e-05,0.00033514437
data/ESC-50/audio_16k/1-88409-A-45.wav,train,motor,1,train,0.0012832534,0.7327595,0.26403105,0.001926256
data/ESC-50/audio_16k/1-88409-B-45.wav,train,motor,1,train,0.00019084782,0.0020855966,0.99109536,0.0066282297
data/ESC-50/audio_16k/1-91359-A-11.wav,sea_waves,nature,1,train,2.9086419e-05,0.002769164,0.7612636,0.23593818
data/ESC-50/audio_16k/1-91359-B-11.wav,sea_waves,nature,1,train,0.0001568088,0.0035924877,0.66242516,0.3338255
data/ESC-50/audio_16k/1-94036-A-22.wav,clapping,human,1,train,2.7802545e-05,0.9947993,0.0007721637,0.004400723
data/ESC-50/audio_16k/1-96950-A-9.wav,crow,bird,1,train,0.94749784,0.05159873,0.0005977027,0.0003056811
data/ESC-50/audio_16k/1-96950-B-9.wav,crow,bird,1,train,0.8873343,0.11245105,0.00016448519,5.020545e-05
data/ESC-50/audio_16k/1-9841-A-13.wav,crickets,nature,1,train,0.15166657,0.018149061,0.032143556,0.7980408
data/ESC-50/audio_16k/2-100786-A-1.wav,rooster,bird,2,train,0.97323555,0.01656731,0.010114524,8.254633e-05
data/ESC-50/audio_16k/2-101676-A-10.wav,rain,nature,2,train,0.0009698058,0.010303209,0.013769815,0.97495717
data/ESC-50/audio_16k/2-102852-A-11.wav,sea_waves,nature,2,train,0.00021294232,0.00239592,0.028562602,0.96882856
data/ESC-50/audio_16k/2-104105-A-19.wav,thunderstorm,nature,2,train,2.2409274e-06,0.0010531666,0.00018158862,0.99876297
data/ESC-50/audio_16k/2-104105-B-19.wav,thunderstorm,nature,2,train,3.66082e-05,0.0025404298,0.0071469243,0.99027604
data/ESC-50/audio_16k/2-104952-A-16.wav,wind,nature,2,train,0.0044945916,0.0068361997,0.49427643,0.49439284
data/ESC-50/audio_16k/2-104952-B-16.wav,wind,nature,2,train,0.0008845086,0.00653606,0.7221047,0.27047473
data/ESC-50/audio_16k/2-106014-A-44.wav,engine,motor,2,train,3.1128842e-05,0.00061111926,0.99664277,0.0027149762
data/ESC-50/audio_16k/2-106015-A-44.wav,engine,motor,2,train,0.00021278606,0.00785754,0.9898282,0.0021014498
data/ESC-50/audio_16k/2-106015-B-44.wav,engine,motor,2,train,0.001982314,0.0077056955,0.9869635,0.0033485168
data/ESC-50/audio_16k/2-106019-A-13.wav,crickets,nature,2,train,0.05776624,0.0021320824,0.011577558,0.92852414
data/ESC-50/audio_16k/2-106486-A-44.wav,engine,motor,2,train,0.0004834264,0.0011008369,0.9905819,0.007833775
data/ESC-50/audio_16k/2-106487-A-44.wav,engine,motor,2,train,0.00011939944,0.000938085,0.9970239,0.001918671
data/ESC-50/audio_16k/2-107228-A-44.wav,engine,motor,2,train,0.00014210686,0.012322226,0.98119867,0.006336968
data/ESC-50/audio_16k/2-107228-B-44.wav,engine,motor,2,train,0.000683758,0.024643866,0.96580595,0.008866396
data/ESC-50/audio_16k/2-107351-A-20.wav,crying_baby,human,2,train,0.005385443,0.9881118,0.00560163,0.000901211
data/ESC-50/audio_16k/2-107351-B-20.wav,crying_baby,human,2,train,0.0026274647,0.9962063,0.0010431136,0.00012313519
data/ESC-50/audio_16k/2-108017-A-24.wav,coughing,human,2,train,4.4242275e-05,0.9999453,5.360539e-06,5.106541e-06
data/ESC-50/audio_16k/2-108760-A-14.wav,chirping_birds,bird,2,train,0.7721206,0.006352973,0.20107692,0.020449504
data/ESC-50/audio_16k/2-108760-B-14.wav,chirping_birds,bird,2,train,0.29290706,0.019620756,0.5705592,0.11691303
data/ESC-50/audio_16k/2-108761-A-14.wav,chirping_birds,bird,2,train,0.8258877,0.004599309,0.029643951,0.13986902
data/ESC-50/audio_16k/2-108763-A-9.wav,crow,bird,2,train,0.6478967,0.2746722,0.0375606,0.03987058
data/ESC-50/audio_16k/2-108766-A-9.wav,crow,bird,2,train,0.9716738,0.004111526,0.020873392,0.003341241
data/ESC-50/audio_16k/2-108767-A-9.wav,crow,bird,2,train,0.83900654,0.00798738,0.044267144,0.10873889
data/ESC-50/audio_16k/2-108767-B-9.wav,crow,bird,2,train,0.83749187,0.0119226575,0.035318658,0.11526689
data/ESC-50/audio_16k/2-108767-C-9.wav,crow,bird,2,train,0.93061703,0.05152202,0.008818555,0.00904245
data/ESC-50/audio_16k/2-109231-A-9.wav,crow,bird,2,train,0.91631573,0.027134962,0.0525092,0.004040011
data/ESC-50/audio_16k/2-109231-B-9.wav,crow,bird,2,train,0.75879955,0.018198323,0.17401877,0.04898337
data/ESC-50/audio_16k/2-109231-C-9.wav,crow,bird,2,train,0.788784,0.052384816,0.08185143,0.076979764
data/ESC-50/audio_16k/2-109371-A-16.wav,wind,nature,2,train,0.0025323764,0.0015908492,0.96972257,0.026154218
data/ESC-50/audio_16k/2-109371-B-16.wav,wind,nature,2,train,0.003148972,0.0039182035,0.9527599,0.040172864
data/ESC-50/audio_16k/2-109371-C-16.wav,wind,nature,2,train,0.0023153152,0.004210512,0.98320204,0.010272095
data/ESC-50/audio_16k/2-109371-D-16.wav,wind,nature,2,train,0.004543787,0.0015959116,0.96518797,0.02867226
data/ESC-50/audio_16k/2-109374-A-16.wav,wind,nature,2,train,0.078894615,0.11711865,0.74925643,0.054730363
data/ESC-50/audio_16k/2-109505-A-21.wav,sneezing,human,2,train,0.014536636,0.97668904,0.004524811,0.004249543
data/ESC-50/audio_16k/2-109759-A-26.wav,laughing,human,2,train,0.0024624364,0.9972686,0.00017343179,9.547047e-05
data/ESC-50/audio_16k/2-109759-B-26.wav,laughing,human,2,train,0.1923926,0.8050734,0.0012158707,0.0013182752
data/ESC-50/audio_16k/2-110613-A-13.wav,crickets,nature,2,train,0.003719053,0.98930603,0.0054605235,0.0015143934
data/ESC-50/audio_16k/2-117625-A-10.wav,rain,nature,2,train,0.00065379223,0.0045543863,0.09106401,0.9037278
data/ESC-50/audio_16k/2-118104-A-21.wav,sneezing,human,2,train,0.0013070311,0.99506533,0.003329307,0.0002983412
data/ESC-50/audio_16k/2-119102-A-21.wav,sneezing,human,2,train,2.4691284e-05,0.9999745,5.039629e-08,7.272129e-07
data/ESC-50/audio_16k/2-120586-A-6.wav,hen,bird,2,train,0.9918412,0.0017966086,0.006334413,2.7794895e-05
data/ESC-50/audio_16k/2-120587-A-6.wav,hen,bird,2,train,0.9439926,0.054901432,0.000974171,0.00013187526
data/ESC-50/audio_16k/2-122066-A-45.wav,train,motor,2,train,0.0005058639,0.0028086936,0.9849081,0.011777357
data/ESC-50/audio_16k/2-122066-B-45.wav,train,motor,2,train,3.5933608e-06,0.0003464245,0.9984362,0.0012137434
data/ESC-50/audio_16k/2-122067-A-45.wav,train,motor,2,train,0.00018420554,0.00518302,0.98745966,0.007173177
data/ESC-50/audio_16k/2-122067-B-45.wav,train,motor,2,train,1.3841906e-05,0.02969145,0.9699794,0.00031526198
data/ESC-50/audio_16k/2-122616-A-14.wav,chirping_birds,bird,2,train,0.9914983,0.0036410561,0.0013687724,0.0034919304
data/ESC-50/audio_16k/2-123896-A-24.wav,coughing,human,2,train,0.00090055645,0.9979563,0.0010287964,0.00011443235
data/ESC-50/audio_16k/2-124662-A-11.wav,sea_waves,nature,2,train,0.0028286963,0.004397764,0.5604629,0.43231064
data/ESC-50/audio_16k/2-125821-A-13.wav,crickets,nature,2,train,0.11043571,0.011516278,0.08329995,0.794748
data/ESC-50/audio_16k/2-125875-A-13.wav,crickets,nature,2,train,0.23186044,0.083249204,0.15090843,0.53398186
